bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
225,1,13257,221,29,163,5,10,543068,.265,25,0,3,2,777,488,80,3.87,3107,410,169,3428,897,822,12,767,mlb,1498,810,.482,8,397,.807,9,65,517,.301,0.95,189,.325,MLB,1338,341
42,1,2352,72,6,2,1,3,602074,.284,4,6,0,0,104,96,15,3.73,574,73,21,631,207,163,0,192,mlb,198,125,.345,4,60,.681,4,5,49,.341,1.54,18,.336,MLB,228,27
102,1,5448,101,12,37,2,1,553869,.244,10,1,3,1,244,210,47,3.82,1308,158,66,1426,429,319,2,403,mlb,498,365,.381,1,151,.680,1,5,153,.272,1.10,59,.299,MLB,599,104
0,1,0,0,0,0,1,0,608032,,0,0,0,0,0,0,0,,0,0,0,0,218,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,4,0,0,0,1,0,663372,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,2,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
8,1,695,12,3,1,1,0,607536,.127,1,16,0,1,102,35,1,3.51,173,7,4,198,105,22,0,51,mlb,29,15,.168,0,12,.332,0,0,8,.296,3.40,2,.165,MLB,90,5
0,1,0,0,0,0,1,0,656458,,0,0,0,0,0,0,0,,0,0,0,0,44,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,186,4,1,0,2,0,596295,.137,0,11,0,0,16,13,1,2.95,51,3,1,63,49,7,0,32,mlb,8,7,.157,0,1,.311,0,0,5,.200,4.57,0,.154,MLB,28,1
0,1,20,1,0,0,2,0,623485,.167,0,0,0,0,4,0,0,3.33,6,0,0,6,16,1,0,0,mlb,1,1,.167,0,0,.333,0,0,0,.500,0.00,0,.167,MLB,5,0
195,1,13312,251,27,163,3,23,545341,.246,17,1,4,5,925,464,79,3.83,3239,365,184,3480,941,797,6,712,mlb,1512,856,.467,16,436,.760,21,28,473,.292,0.83,176,.293,MLB,1450,368
87,1,4566,97,8,26,1,42,641658,.239,5,10,1,1,301,123,11,3.99,1038,101,39,1144,360,248,3,242,mlb,397,262,.382,12,152,.681,16,4,84,.310,0.92,49,.299,MLB,401,81
53,1,2404,33,4,29,1,12,656541,.211,2,0,1,0,186,67,3,4.25,508,42,17,565,185,107,3,115,mlb,225,102,.443,1,71,.730,7,2,69,.264,1.13,32,.287,MLB,215,53
165,1,14046,412,33,44,6,59,578428,.279,15,24,4,6,466,580,84,3.70,3535,461,205,3794,1034,985,6,1227,mlb,1350,944,.382,34,410,.702,14,55,337,.310,1.30,106,.320,MLB,1416,263
60,1,2023,36,3,13,2,3,656582,.268,3,0,0,1,103,47,8,3.94,444,54,19,513,134,119,0,106,mlb,183,119,.412,2,58,.773,3,6,51,.320,0.89,28,.361,MLB,152,35
3,1,476,7,3,0,1,0,641771,.097,0,13,0,0,41,24,1,3.69,113,3,2,129,88,11,0,60,mlb,13,15,.115,0,5,.236,0,0,4,.153,4.00,1,.121,MLB,68,2
3,1,133,4,0,0,1,0,663567,.300,0,3,0,0,11,6,1,3.69,30,5,0,36,23,9,0,12,mlb,9,1,.300,0,3,.664,0,0,2,.474,12.00,0,.364,MLB,11,0
0,1,0,0,0,0,1,0,664875,,0,0,0,0,0,0,0,,0,0,0,0,16,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,702,17,3,2,1,0,608566,.241,0,32,0,1,59,45,3,2.88,212,25,11,244,117,51,0,104,mlb,70,32,.330,0,19,.571,1,0,30,.325,3.25,8,.241,MLB,87,14
188,1,7549,116,9,67,1,12,641857,.244,9,1,2,1,517,215,33,4.13,1617,192,83,1827,519,394,5,390,mlb,690,327,.427,6,221,.752,6,12,251,.314,1.19,85,.325,MLB,723,156
0,1,39,1,0,0,1,0,660707,.154,0,0,0,0,5,2,0,3.00,13,1,0,13,5,2,0,2,mlb,2,4,.154,0,1,.308,0,0,0,.250,0.50,0,.154,MLB,6,0
43,1,1482,9,0,12,1,0,624513,.183,4,0,0,0,115,38,0,4.33,295,23,16,342,109,54,4,49,mlb,112,81,.380,0,38,.663,3,0,39,.244,0.60,22,.284,MLB,126,31
39,1,2781,76,6,21,1,0,663898,.259,3,0,2,0,165,122,21,3.63,714,73,37,766,192,185,0,212,mlb,293,155,.410,0,92,.716,4,10,91,.309,1.37,36,.305,MLB,325,62
1,1,537,3,3,0,1,0,622608,.067,0,29,0,0,76,33,0,3.25,135,6,2,165,106,9,0,63,mlb,11,16,.081,0,5,.155,0,0,12,.153,3.94,0,.074,MLB,66,2
6,1,253,3,1,3,1,0,661531,.295,0,0,0,0,14,9,2,3.78,61,12,1,67,20,18,0,18,mlb,30,11,.492,0,8,.850,1,0,9,.341,1.64,3,.358,MLB,27,5
0,1,0,0,0,0,1,0,642068,,0,0,0,0,0,0,0,,0,0,0,0,30,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,132,0,1,0,2,0,596112,.028,0,5,0,0,22,8,2,3.14,36,0,0,42,137,1,0,16,mlb,1,4,.028,0,1,.082,0,0,0,.071,4.00,1,.054,MLB,32,0
4,1,331,6,2,2,1,0,676701,.224,1,0,0,0,24,13,3,3.68,85,7,3,90,39,19,1,22,mlb,28,21,.329,0,13,.585,0,0,9,.283,1.05,6,.256,MLB,43,5
1,1,24,0,0,0,1,0,668723,.000,0,0,0,0,1,3,0,3.43,6,0,0,7,3,0,0,3,mlb,0,2,.000,0,0,.143,0,0,0,.000,1.50,0,.143,MLB,7,0
3,1,173,0,0,0,1,0,666213,.189,0,0,0,0,11,8,1,4.33,37,6,1,40,19,7,0,5,mlb,8,14,.216,0,7,.466,0,0,2,.269,0.36,1,.250,MLB,13,1
0,1,6,0,0,0,1,0,641302,.000,0,0,0,0,1,0,0,3.00,2,0,0,2,4,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,2,0
50,1,2111,38,1,14,1,19,668731,.246,3,0,1,1,137,48,6,4.09,463,47,21,516,141,114,1,95,mlb,191,120,.413,5,65,.730,7,0,57,.317,0.79,28,.318,MLB,143,42
167,1,12842,320,42,155,3,84,595879,.261,16,8,7,5,1008,544,75,3.68,3258,351,173,3487,919,851,32,809,mlb,1529,647,.469,30,469,.773,20,37,486,.330,1.25,175,.303,MLB,1482,348
255,1,10146,203,17,51,2,6,571466,.246,16,15,1,3,548,371,64,3.74,2405,311,119,2710,791,592,35,748,mlb,876,595,.364,5,224,.686,6,19,268,.297,1.26,75,.321,MLB,1028,176
1210,1,42353,960,82,505,2,39,408234,.310,97,5,16,10,1990,1753,347,3.77,9839,1396,604,11222,2646,3051,237,2677,mlb,5204,2434,.529,21,1521,.915,17,71,1827,.342,1.10,685,.386,MLB,3987,1126
16,1,971,15,1,5,1,9,663662,.204,0,0,0,0,75,29,4,4.13,216,20,10,235,70,44,0,38,mlb,73,59,.338,0,25,.606,2,3,24,.287,0.64,9,.268,MLB,95,17
220,1,9023,131,16,58,2,7,600869,.240,6,0,2,3,527,282,30,4.11,1944,240,113,2196,536,467,4,461,mlb,780,502,.401,4,254,.726,13,26,215,.300,0.92,93,.325,MLB,802,184
0,1,0,0,0,0,1,0,656290,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
31,1,3315,86,7,12,1,6,605612,.288,10,8,1,1,200,118,17,3.57,878,141,35,929,277,253,0,246,mlb,336,197,.383,3,90,.693,6,2,94,.357,1.25,25,.311,MLB,309,53
41,1,3180,70,3,18,1,11,650489,.249,9,5,0,2,210,109,13,3.68,795,92,33,864,239,198,1,206,mlb,305,195,.384,9,104,.678,10,14,81,.313,1.06,34,.295,MLB,343,61
0,1,15,1,0,0,3,0,605177,.200,0,0,0,0,2,0,0,3.00,5,0,0,5,347,1,0,0,mlb,1,2,.200,0,0,.400,0,0,1,.333,0.00,0,.200,MLB,3,0
3,1,139,1,0,0,1,0,665019,.125,1,0,0,0,10,5,1,3.86,32,2,1,36,15,4,0,4,mlb,5,15,.156,0,3,.351,0,0,2,.174,0.27,1,.194,MLB,10,1
0,1,44,0,0,0,1,0,605242,.000,0,1,0,0,8,3,2,3.14,13,0,0,14,11,0,0,8,mlb,0,0,.000,0,0,.000,0,0,0,.000,8.00,0,.000,MLB,11,0
0,1,3,0,0,0,1,0,665621,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
5,1,85,3,0,0,1,0,682985,.375,0,0,0,0,3,2,0,4.05,16,2,0,21,5,6,0,5,mlb,6,2,.375,0,4,.899,0,0,0,.462,2.50,1,.524,MLB,8,0
468,1,14769,212,32,75,4,59,543257,.247,21,14,5,6,794,402,38,4.07,3099,414,160,3631,936,766,8,726,mlb,1177,868,.380,26,424,.729,13,29,337,.307,0.84,134,.349,MLB,1105,248
36,1,2239,24,7,26,2,2,606992,.215,3,0,0,1,167,81,16,4.07,508,52,16,550,163,109,0,112,mlb,207,124,.407,0,62,.677,2,3,77,.261,0.90,32,.269,MLB,267,44
16,1,910,28,0,4,1,9,656537,.240,1,3,1,0,76,29,2,3.58,233,24,5,254,95,56,0,51,mlb,79,54,.339,3,30,.630,3,1,17,.338,0.94,4,.291,MLB,75,12
0,1,6,0,0,0,2,0,607572,.000,0,0,0,0,1,0,0,6.00,1,0,0,1,72,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,0,0,0,0,1,0,641729,,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,656638,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,4,0,0,0,1,0,666159,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
156,1,6882,96,8,70,3,23,640457,.259,12,0,1,0,360,190,10,4.12,1486,188,81,1672,411,385,11,285,mlb,706,469,.475,13,209,.809,15,18,236,.295,0.61,101,.334,MLB,567,166
8,1,741,6,4,1,3,0,503449,.100,2,23,0,0,83,33,4,3.17,201,13,4,234,129,20,0,77,mlb,27,50,.134,0,8,.267,0,0,11,.160,1.54,1,.133,MLB,107,5
0,1,61,1,1,0,3,0,501381,.111,0,1,0,0,8,3,2,3.21,18,0,0,19,10,2,0,8,mlb,2,1,.111,0,0,.222,0,0,0,.200,8.00,1,.111,MLB,16,0
38,1,3943,98,13,13,1,31,622682,.270,4,3,1,0,222,103,16,3.91,961,140,40,1008,322,259,0,269,mlb,368,222,.383,9,124,.680,15,2,78,.337,1.21,21,.298,MLB,326,68
1,1,50,1,0,0,2,0,645305,.231,0,0,0,0,3,2,2,3.57,13,2,2,14,7,3,0,3,mlb,5,4,.385,0,0,.670,0,0,0,.300,0.75,0,.286,MLB,13,2
173,1,15317,341,34,169,4,11,570731,.258,28,7,3,11,939,593,112,3.63,3955,478,199,4221,1070,1019,3,1145,mlb,1739,957,.440,4,514,.736,7,57,520,.296,1.20,189,.296,MLB,1658,375
22,1,801,5,0,6,1,2,670097,.141,6,0,0,0,59,20,4,4.35,156,8,4,184,61,22,1,23,mlb,44,58,.282,0,21,.521,0,0,20,.165,0.40,9,.239,MLB,87,10
0,1,11,0,0,0,1,0,669373,.000,0,1,0,0,2,1,0,3.67,2,0,0,3,2,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,,1.00,0,.000,MLB,2,0
0,1,5,1,0,0,1,0,642397,1.000,0,0,0,0,0,0,0,2.50,2,1,0,2,7,2,0,0,mlb,2,0,1.000,0,0,2.000,0,0,0,1.000,,0,1.000,MLB,0,0
24,1,933,13,0,4,1,0,679529,.191,2,0,0,0,57,30,7,4.11,199,19,8,227,63,38,0,53,mlb,58,53,.291,1,17,.573,0,2,16,.243,1.00,6,.282,MLB,85,12
0,1,0,0,0,0,1,0,676684,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,650556,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
464,1,22564,739,63,177,1,264,514888,.306,45,26,8,4,794,969,164,3.43,5986,814,351,6578,1490,1833,41,1908,mlb,2773,1647,.463,81,918,.823,29,57,663,.327,1.16,276,.359,MLB,2020,557
134,1,4932,62,3,82,1,1,670541,.295,7,0,1,1,280,162,32,4.00,1077,154,69,1232,294,318,9,248,mlb,639,238,.593,1,197,.972,3,14,237,.327,1.04,101,.378,MLB,553,154
0,1,0,0,0,0,1,0,656232,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
481,1,22413,602,41,127,2,125,488726,.298,46,13,8,7,653,969,128,3.69,5497,813,346,6075,1426,1639,37,1817,mlb,2416,1539,.440,33,750,.795,25,37,713,.317,1.18,217,.356,MLB,2045,498
393,1,12279,195,12,125,1,35,608324,.276,27,1,4,6,432,475,60,3.97,2637,366,183,3096,716,729,11,628,mlb,1311,907,.497,10,454,.872,12,38,429,.287,0.69,162,.375,MLB,1070,320
347,1,13697,187,20,96,4,5,488771,.227,18,8,4,3,966,404,60,4.06,2972,338,166,3372,949,676,11,726,mlb,1148,683,.386,2,367,.698,9,27,323,.301,1.06,148,.312,MLB,1301,271
127,1,7014,172,23,65,3,13,649557,.267,17,3,3,2,291,313,50,3.57,1795,238,108,1967,529,479,13,526,mlb,790,547,.440,11,240,.761,4,25,245,.284,0.96,67,.321,MLB,762,177
34,1,2089,53,7,16,3,8,643289,.259,7,2,0,0,102,85,13,3.65,526,55,22,572,198,136,2,127,mlb,208,170,.395,7,67,.698,1,2,63,.289,0.75,28,.302,MLB,245,39
0,1,14,0,0,0,1,0,677651,.000,0,0,0,0,1,1,0,2.33,6,0,0,6,3,0,0,5,mlb,0,0,.000,0,0,.000,0,0,0,.000,5.00,0,.000,MLB,4,0
138,1,6328,94,11,42,3,46,592348,.226,9,0,0,1,479,163,26,4.13,1375,153,76,1531,402,311,2,300,mlb,535,303,.389,13,173,.688,11,9,152,.312,0.99,63,.299,MLB,579,129
172,1,10338,297,29,91,1,18,493329,.287,38,0,4,3,331,514,82,3.48,2729,363,185,2967,717,783,5,774,mlb,1251,920,.458,9,369,.790,5,28,400,.295,0.84,120,.331,MLB,1183,281
0,1,0,0,0,0,1,0,657624,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,664299,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
249,1,12144,172,22,86,5,3,455117,.208,9,28,2,4,797,347,67,3.91,2760,276,111,3104,938,575,17,771,mlb,952,697,.345,5,294,.632,4,58,296,.259,1.11,123,.287,MLB,1209,201
0,1,37,0,1,1,1,0,656695,.091,0,0,0,0,5,0,0,3.36,11,0,0,11,6,1,0,2,mlb,4,3,.364,0,1,.455,0,0,1,.000,0.67,1,.091,MLB,4,1
0,1,19,0,0,0,3,0,664208,.200,0,0,0,0,2,0,0,3.80,5,0,0,5,116,1,0,2,mlb,1,0,.200,0,0,.400,0,0,1,.333,2.00,1,.200,MLB,2,0
40,1,1921,30,2,20,1,5,676801,.244,8,0,1,0,146,55,6,3.90,439,40,19,492,157,107,0,88,mlb,188,106,.428,4,64,.737,1,5,66,.310,0.83,37,.309,MLB,176,40
0,1,148,1,2,0,4,0,606160,.047,0,5,0,0,19,8,0,3.08,43,1,0,48,59,2,0,21,mlb,2,6,.047,0,1,.093,0,0,1,.083,3.50,0,.047,MLB,20,0
0,1,15,0,0,0,1,0,593576,.000,0,0,0,0,4,0,0,3.75,4,0,0,4,359,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,5,0
1,1,91,1,0,0,3,0,543606,.083,0,5,0,0,8,4,0,3.03,24,1,0,30,16,2,0,13,mlb,2,6,.083,0,0,.203,0,0,3,.125,2.17,0,.120,MLB,16,0
12,1,775,15,5,9,1,6,665161,.277,2,0,1,0,48,27,2,3.67,191,28,8,211,54,53,0,45,mlb,90,47,.471,0,27,.805,1,5,27,.324,0.96,10,.333,MLB,78,18
0,1,5,0,0,0,1,0,669309,.000,0,0,0,0,1,0,0,5.00,1,0,0,1,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,0,0,0,0,2,0,519151,,0,0,0,0,0,0,0,,0,0,0,0,31,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
10,1,717,11,0,7,1,9,642350,.221,0,0,0,1,61,19,2,3.85,172,15,4,186,65,38,0,36,mlb,69,37,.401,2,28,.681,3,4,18,.298,0.97,11,.280,MLB,74,14
0,1,0,0,0,0,1,0,656981,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,3,0,592773,,0,0,0,0,0,0,0,,0,0,0,0,35,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,642130,,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,59,0,0,0,2,0,605504,.091,0,0,0,0,8,0,0,4.54,11,1,0,13,5,1,0,1,mlb,1,1,.091,0,3,.322,0,1,2,.333,1.00,0,.231,MLB,5,0
114,1,4538,63,10,56,1,40,663656,.271,7,0,2,0,210,182,18,3.80,1067,142,68,1194,311,289,9,241,mlb,545,335,.511,5,168,.852,10,4,194,.288,0.72,84,.341,MLB,503,134
0,1,45,0,0,0,1,0,664353,.125,0,0,0,0,6,0,0,5.63,8,1,0,8,4,1,0,1,mlb,1,0,.125,0,0,.250,0,0,0,.500,1.00,0,.125,MLB,1,0
0,1,14,0,0,0,1,0,664285,.000,0,0,0,0,2,0,0,3.50,4,0,0,4,2,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,2,0
0,1,203,3,0,0,2,0,434378,.100,0,10,0,0,24,11,2,3.38,50,2,0,60,24,5,0,24,mlb,5,8,.100,0,2,.200,0,0,1,.192,3.00,0,.100,MLB,29,0
0,1,0,0,0,0,1,0,605130,,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
283,1,11379,227,20,71,2,62,643217,.276,29,9,3,5,537,394,40,3.89,2584,334,157,2925,686,713,9,659,mlb,1117,738,.432,22,369,.781,17,20,358,.320,0.89,147,.348,MLB,1017,245
0,1,16,0,0,0,2,0,671790,.000,0,0,0,0,4,1,0,3.20,5,0,0,5,6,0,0,1,mlb,0,0,.000,0,1,.000,0,0,1,.000,1.00,0,.000,MLB,0,0
0,1,19,0,0,0,1,0,663460,.000,0,0,0,0,1,1,0,3.80,5,0,0,5,2,0,0,3,mlb,0,1,.000,0,0,.000,0,0,0,.000,3.00,0,.000,MLB,3,0
0,1,103,4,0,1,2,0,664199,.259,0,1,0,1,12,3,0,3.68,27,2,0,28,67,7,0,6,mlb,10,3,.370,0,2,.630,0,0,2,.429,2.00,0,.259,MLB,18,1
0,1,0,0,0,0,1,0,669395,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
170,1,7611,125,11,66,1,15,641531,.244,12,0,2,4,523,233,40,3.86,1773,217,92,1970,498,432,2,376,mlb,770,466,.434,12,229,.747,24,15,207,.306,0.81,86,.313,MLB,811,182
32,1,1680,19,6,7,1,0,595956,.246,3,6,0,1,83,50,7,3.81,395,54,24,441,162,97,0,108,mlb,142,118,.359,1,41,.666,0,4,36,.292,0.92,23,.306,MLB,153,31
0,1,78,0,0,0,1,0,607237,.048,0,4,0,0,7,8,3,3.12,21,1,1,25,198,1,0,17,mlb,2,3,.095,0,1,.143,0,0,1,.071,5.67,0,.048,MLB,15,1
26,1,2026,48,1,9,5,9,425844,.225,4,47,0,0,114,83,8,3.38,521,55,29,600,259,117,0,219,mlb,175,128,.336,1,49,.598,1,2,34,.269,1.71,14,.262,MLB,214,39
0,1,19,0,0,0,1,0,672578,.000,0,0,0,0,4,0,0,4.75,4,0,0,4,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,7,0
10,1,715,20,1,1,1,4,664728,.247,1,0,0,0,46,27,4,3.93,170,20,9,182,63,42,0,35,mlb,60,48,.353,1,24,.644,3,1,15,.331,0.73,2,.291,MLB,79,13
1,1,66,1,0,0,1,0,641745,.125,0,3,0,0,9,3,0,3.30,16,1,0,20,9,2,0,7,mlb,2,1,.125,0,1,.301,0,0,1,.286,7.00,0,.176,MLB,7,0
101,1,5219,157,10,5,1,28,670032,.255,3,23,0,1,197,183,17,3.77,1248,140,59,1385,375,318,0,479,mlb,408,280,.327,7,159,.642,8,10,92,.298,1.71,20,.315,MLB,501,72
0,1,0,0,0,0,1,0,663738,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
22,1,697,9,1,6,1,0,669004,.234,1,0,0,2,38,19,1,4.15,145,13,7,168,43,34,1,34,mlb,61,40,.421,1,15,.754,1,0,17,.275,0.85,10,.333,MLB,63,14
1,1,57,2,0,0,1,0,596043,.154,0,1,0,0,6,0,0,3.80,13,0,0,15,5,2,0,5,mlb,2,1,.154,0,2,.368,0,0,1,.286,5.00,0,.214,MLB,10,0
226,1,13880,318,30,71,1,168,593160,.286,38,4,4,3,578,455,55,3.76,3403,516,207,3696,836,974,9,830,mlb,1444,1089,.424,39,485,.756,25,25,375,.323,0.76,137,.332,MLB,1127,303
94,1,3951,64,3,38,1,0,656811,.215,7,0,1,2,269,109,20,4.02,878,84,35,983,305,189,3,213,mlb,346,214,.394,1,89,.686,4,4,122,.261,1.00,39,.292,MLB,414,77
11,1,1014,23,1,8,2,4,658668,.259,2,1,0,0,49,31,3,4.06,232,29,8,250,85,60,0,68,mlb,94,58,.405,5,28,.706,1,4,25,.294,1.17,8,.301,MLB,96,17
0,1,0,0,0,0,3,0,606303,,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,55,1,0,0,1,1,676840,.250,0,0,0,0,4,3,1,3.24,16,2,0,17,33,4,0,7,mlb,4,1,.250,0,3,.544,0,0,2,.333,7.00,1,.294,MLB,10,0
171,1,16525,327,48,211,1,6,521692,.267,35,0,7,11,870,800,151,3.45,4530,603,226,4794,1197,1208,22,1264,mlb,2089,1354,.461,1,516,.761,11,57,690,.286,0.93,267,.300,MLB,1941,448
16,1,906,15,2,5,1,2,656896,.223,0,0,0,0,54,29,7,3.74,224,26,9,242,72,50,0,66,mlb,80,54,.357,0,27,.638,3,2,21,.273,1.22,9,.281,MLB,96,17
4,1,201,1,0,0,1,0,665861,.149,0,0,0,0,19,4,1,3.87,47,4,2,52,20,7,0,10,mlb,9,11,.191,0,1,.422,0,1,3,.250,0.91,2,.231,MLB,28,2
1111,1,30386,442,47,263,3,48,467793,.244,54,0,8,4,1185,980,151,4.19,6063,706,324,7260,1702,1480,61,1829,mlb,2625,1743,.433,18,880,.794,16,32,883,.261,1.05,328,.361,MLB,2684,603
0,1,0,0,0,0,1,0,676092,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,642100,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,622251,,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
175,1,9662,220,19,69,2,92,572191,.241,12,9,4,3,751,288,35,3.85,2303,244,106,2511,765,555,14,537,mlb,890,501,.386,29,282,.683,11,12,256,.325,1.07,88,.297,MLB,970,186
14,1,1009,19,2,10,1,10,677951,.240,3,0,0,0,68,42,5,3.68,254,23,16,274,66,61,1,53,mlb,115,75,.453,2,38,.737,4,3,36,.285,0.71,19,.285,MLB,111,30
18,1,1473,26,3,10,1,3,666176,.216,0,1,1,0,117,49,10,4.10,338,39,14,359,98,73,0,75,mlb,121,74,.358,3,31,.618,2,2,43,.299,1.01,8,.260,MLB,164,26
0,1,6,0,0,0,4,0,607457,.000,0,0,0,0,2,0,0,3.00,2,0,0,2,256,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
0,1,40,0,0,0,1,0,642545,.000,0,0,0,0,5,1,1,4.00,10,0,0,10,4,0,0,6,mlb,0,0,.000,0,0,.000,0,0,0,.000,6.00,0,.000,MLB,5,0
0,1,254,5,0,0,2,0,605151,.095,1,4,0,0,39,7,0,3.74,63,1,0,68,274,6,0,16,mlb,6,7,.095,1,2,.189,0,0,5,.240,2.29,0,.094,MLB,26,0
1,1,10,0,0,0,1,0,672282,.000,0,0,0,0,1,0,0,5.00,1,0,0,2,1,0,0,0,mlb,0,0,.000,0,0,.500,0,0,0,,,0,.500,MLB,2,0
154,1,8463,242,20,27,4,40,622110,.282,10,6,3,1,377,364,69,3.80,2033,279,90,2230,591,573,1,685,mlb,762,462,.375,14,246,.714,9,27,204,.333,1.48,51,.339,MLB,791,126
0,1,0,0,0,0,2,0,623474,,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,160,1,0,0,2,0,628452,.085,0,1,0,0,17,6,0,3.33,47,2,1,48,254,4,0,17,mlb,7,10,.149,0,0,.234,1,0,1,.133,1.70,1,.085,MLB,27,2
120,1,9625,255,21,31,2,45,501571,.250,16,21,1,1,528,341,46,3.84,2329,265,119,2508,850,582,13,688,mlb,838,598,.360,19,270,.651,22,22,217,.309,1.15,61,.291,MLB,924,172
7,1,573,13,3,7,1,5,547179,.233,0,5,1,0,47,19,5,3.90,133,12,3,147,321,31,0,49,mlb,57,15,.429,2,20,.710,1,2,24,.304,3.27,6,.282,MLB,45,11
0,1,4,0,0,0,4,0,571901,.000,0,0,0,0,0,0,0,4.00,1,0,0,1,96,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
2,1,43,1,0,0,1,0,676950,.200,1,0,0,0,1,1,0,5.38,5,0,0,8,4,1,0,1,mlb,1,3,.200,0,0,.575,0,0,2,.200,0.33,0,.375,MLB,3,0
36,1,1975,40,1,8,1,10,669016,.246,4,3,0,0,170,57,3,4.00,447,50,19,494,134,110,1,86,mlb,159,88,.356,3,52,.661,3,4,49,.374,0.98,20,.305,MLB,168,30
23,1,1793,32,4,13,3,6,608686,.201,2,4,0,2,115,66,8,3.77,442,37,22,476,156,89,0,103,mlb,152,141,.344,0,51,.592,1,5,53,.241,0.73,18,.248,MLB,208,36
