bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
0,1,8,0,0,0,1,0,657024,.000,0,0,0,0,1,0,0,4.00,2,0,0,2,7,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
54,1,2973,44,9,22,2,8,647351,.206,5,0,0,0,127,112,10,3.89,689,61,24,764,210,142,1,195,mlb,238,230,.345,5,91,.623,3,16,81,.220,0.85,37,.277,MLB,315,49
56,1,2872,52,3,16,2,0,620443,.226,4,4,1,0,184,96,18,4.00,651,71,27,718,229,147,4,200,mlb,228,132,.350,0,61,.639,3,3,68,.288,1.52,24,.289,MLB,267,46
27,1,1035,11,1,11,1,3,666211,.190,1,3,0,0,94,26,1,4.06,221,17,16,255,77,42,0,44,mlb,91,45,.412,4,36,.697,0,3,26,.265,0.98,14,.286,MLB,94,27
781,1,31031,551,52,324,6,151,457708,.262,59,3,11,12,1956,1005,141,4.08,6692,759,350,7614,1834,1750,49,1520,mlb,3148,1644,.470,59,1056,.813,38,76,1001,.319,0.92,428,.343,MLB,2932,712
227,1,7148,122,10,72,2,3,608385,.277,4,2,4,2,303,236,39,3.95,1554,212,89,1811,481,431,8,448,mlb,742,386,.477,3,236,.854,3,24,219,.303,1.16,95,.377,MLB,612,164
439,1,20190,384,44,283,2,18,571448,.288,59,5,8,4,815,894,148,3.68,4963,736,312,5493,1303,1427,67,1243,mlb,2648,1642,.534,17,763,.878,30,26,913,.292,0.76,303,.345,MLB,2042,625
134,1,6953,146,18,52,1,55,664056,.246,11,3,1,2,436,213,15,4.08,1520,150,71,1703,519,374,14,322,mlb,623,404,.410,14,225,.729,11,35,168,.309,0.80,76,.319,MLB,630,134
0,1,16,0,0,0,1,0,650893,.000,0,0,0,0,4,0,0,4.00,4,0,0,4,82,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,5,0
82,1,3820,59,5,25,1,6,666185,.253,11,1,0,1,216,110,11,4.06,833,102,50,940,236,211,2,206,mlb,348,211,.418,2,111,.744,6,13,97,.308,0.98,49,.326,MLB,340,81
178,1,8874,121,16,97,1,19,657557,.237,19,0,1,3,574,344,40,3.93,2021,235,101,2259,564,478,4,406,mlb,878,596,.434,7,287,.743,4,40,288,.278,0.68,119,.308,MLB,912,202
214,1,14188,303,30,130,7,30,572816,.280,19,1,4,10,743,472,65,3.95,3344,461,216,3595,975,936,29,820,mlb,1612,912,.482,24,454,.806,35,14,427,.324,0.90,162,.324,MLB,1309,381
24,1,795,20,0,1,1,2,680977,.316,0,0,0,0,30,22,3,4.42,152,24,14,180,50,48,1,49,mlb,65,25,.428,1,25,.850,0,4,22,.388,1.96,4,.422,MLB,55,15
98,1,6003,152,16,34,1,63,669242,.273,6,3,1,4,257,191,17,3.82,1444,183,76,1572,375,394,1,411,mlb,600,391,.416,12,234,.742,14,21,147,.311,1.05,55,.327,MLB,484,124
0,1,4,0,0,0,1,0,658551,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,28,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
9,1,586,8,0,1,1,1,656427,.154,2,16,0,0,46,25,0,3.91,123,10,3,150,84,19,0,53,mlb,25,23,.203,1,8,.412,0,0,7,.231,2.30,1,.209,MLB,60,4
0,1,12,0,0,0,2,0,606149,.000,0,1,0,0,1,2,0,3.00,3,0,0,4,135,0,0,2,mlb,0,1,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,1,0
873,1,27472,508,74,297,2,143,502671,.295,47,0,10,3,1462,898,130,4.16,5623,782,363,6596,1536,1659,108,1343,mlb,2957,1305,.526,33,989,.916,22,39,987,.348,1.03,366,.391,MLB,2187,682
8,1,452,3,0,6,1,0,669357,.268,0,0,0,0,36,16,1,4.22,97,15,4,107,30,26,0,8,mlb,48,27,.495,0,17,.831,0,2,17,.364,0.30,8,.336,MLB,40,10
0,1,14,1,0,0,1,0,664854,.333,0,0,0,0,2,0,0,4.67,3,0,0,3,72,1,0,0,mlb,1,0,.333,0,0,.667,0,0,0,1.000,,0,.333,MLB,3,0
0,1,15,0,0,0,1,0,671056,.000,0,0,0,0,3,0,0,5.00,3,0,0,3,4,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,3,0
0,1,5,0,0,0,1,0,663855,.000,0,0,0,0,1,0,0,5.00,1,0,0,1,105,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
1,1,216,3,1,0,1,0,641712,.091,0,7,0,0,26,9,1,3.38,55,2,0,64,56,5,0,26,mlb,5,5,.091,0,2,.214,0,1,2,.172,5.20,0,.123,MLB,29,0
37,1,1425,25,2,4,1,2,668800,.191,1,1,0,1,86,53,15,3.64,345,28,14,392,130,66,2,105,mlb,92,90,.267,0,35,.551,0,8,32,.242,1.17,12,.284,MLB,170,18
7,1,711,13,1,3,2,0,571927,.170,1,15,0,0,50,30,4,3.57,176,12,3,199,110,30,0,72,mlb,44,44,.250,0,8,.451,1,0,13,.218,1.64,5,.201,MLB,83,7
0,1,79,1,0,0,3,0,519008,.067,0,3,0,0,12,2,0,4.39,15,0,0,18,178,1,0,5,mlb,1,0,.067,0,0,.133,0,0,0,.333,5.00,0,.067,MLB,5,0
3,1,482,7,0,2,3,0,571945,.127,1,15,0,0,66,18,0,3.15,134,7,2,153,100,17,0,45,mlb,25,22,.187,0,5,.331,0,0,8,.224,2.05,3,.145,MLB,57,4
539,1,29858,720,62,173,1,70,425877,.278,74,43,9,9,905,1388,281,3.55,7691,1079,405,8422,2184,2141,50,2653,mlb,3079,2304,.400,37,768,.729,7,74,1008,.294,1.15,333,.329,MLB,3183,585
0,1,4,0,0,0,1,0,676050,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,2,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
19,1,732,14,0,6,1,3,663457,.206,2,1,1,0,48,32,2,3.91,165,11,5,187,83,34,1,48,mlb,59,38,.358,1,23,.643,1,0,21,.248,1.26,9,.285,MLB,70,12
84,1,4654,85,14,59,1,27,641933,.257,12,0,2,1,375,148,21,3.97,1058,113,48,1172,354,272,0,176,mlb,503,247,.475,8,178,.795,3,18,166,.335,0.71,73,.319,MLB,487,110
2,1,80,3,0,0,1,0,670912,.150,0,0,0,0,9,2,0,3.64,20,0,0,22,13,3,0,8,mlb,3,0,.150,0,3,.377,0,0,2,.273,8.00,0,.227,MLB,12,0
1358,1,49042,1024,119,683,3,117,405395,.296,120,1,22,14,1373,2310,418,3.83,11225,1503,676,12821,3009,3323,315,3428,mlb,6080,3455,.542,42,1883,.916,16,117,2167,.284,0.99,782,.374,MLB,4828,1375
0,1,0,0,0,0,1,0,667373,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
21,1,1520,38,10,6,1,6,624641,.251,2,1,0,0,89,51,10,3.54,383,44,10,429,161,96,2,112,mlb,134,89,.350,5,54,.673,5,21,31,.310,1.26,14,.323,MLB,164,21
0,1,2,0,0,0,1,0,572403,.000,0,0,0,0,0,0,0,2.00,1,0,0,1,10,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
27,1,2880,50,9,10,1,0,425794,.193,3,74,0,0,249,132,11,3.40,742,74,39,846,424,143,0,278,mlb,216,157,.291,2,55,.511,2,0,75,.274,1.77,19,.220,MLB,368,51
0,1,0,0,0,0,1,0,676831,,0,0,0,0,0,0,0,,0,0,0,0,24,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,14,0,0,0,2,0,621295,.000,0,0,0,0,1,0,0,3.50,4,0,0,4,117,0,0,3,mlb,0,0,.000,0,0,.000,0,0,0,.000,3.00,0,.000,MLB,1,0
0,1,66,0,0,0,1,0,663765,.111,0,2,0,0,9,2,0,3.30,18,2,0,20,25,2,0,9,mlb,2,0,.111,0,0,.222,0,0,0,.222,9.00,0,.111,MLB,14,0
11,1,573,12,3,6,1,0,660766,.285,2,0,0,1,32,21,0,3.79,137,17,7,151,42,39,0,27,mlb,64,41,.467,0,18,.805,0,1,17,.327,0.66,9,.338,MLB,55,13
0,1,0,0,0,0,3,0,592094,,0,0,0,0,0,0,0,,0,0,0,0,16,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,4,0,542888,,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
78,1,3971,93,9,35,2,38,668227,.268,7,0,0,1,266,132,19,4.05,870,101,49,981,250,233,6,212,mlb,397,166,.456,16,143,.800,5,26,113,.344,1.28,38,.344,MLB,358,89
0,1,0,0,0,0,1,0,572703,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,19,0,0,0,1,0,656222,.000,0,0,0,0,3,0,0,3.80,5,0,0,5,5,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,2,0
7,1,551,7,2,2,1,3,660644,.149,2,0,0,0,35,13,1,3.67,141,10,5,150,46,21,0,46,mlb,32,41,.227,5,10,.414,0,0,14,.179,1.12,4,.187,MLB,56,7
199,1,6229,100,5,56,4,6,596847,.248,16,0,3,0,369,171,17,4.18,1264,146,78,1490,422,313,8,291,mlb,565,311,.447,7,162,.798,3,11,207,.301,0.94,67,.351,MLB,557,137
197,1,6080,169,14,33,2,6,650490,.269,9,0,1,1,244,193,41,3.87,1356,151,63,1571,396,365,7,454,mlb,537,313,.396,6,199,.759,5,9,156,.305,1.45,44,.363,MLB,591,101
0,1,0,0,0,0,2,0,656420,,0,0,0,0,0,0,0,,0,0,0,0,23,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,4,0,0,0,1,0,676596,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
34,1,1754,40,6,11,1,6,677551,.281,3,0,0,0,57,87,5,3.52,459,69,29,498,115,129,1,146,mlb,205,130,.447,1,80,.778,7,2,58,.299,1.12,20,.331,MLB,172,47
231,1,12525,317,32,82,1,111,595281,.248,13,14,7,2,730,456,38,3.77,3026,340,138,3319,907,750,12,896,mlb,1236,699,.408,36,408,.716,51,35,311,.300,1.28,91,.307,MLB,1215,271
1,1,128,0,0,0,2,0,446372,.107,0,3,0,0,15,7,1,4.00,28,3,1,32,16,3,0,9,mlb,4,5,.143,0,2,.281,0,0,0,.231,1.80,0,.138,MLB,15,1
146,1,5595,71,5,81,1,18,664040,.251,8,0,1,1,410,153,9,3.87,1271,161,68,1447,362,319,4,237,mlb,646,316,.508,2,211,.845,8,22,224,.302,0.75,86,.337,MLB,516,157
8,1,371,4,0,1,1,2,666139,.184,0,1,0,0,31,14,1,4.36,76,8,3,85,24,14,1,14,mlb,24,18,.316,0,10,.578,2,0,6,.295,0.78,2,.262,MLB,35,6
172,1,8879,228,28,47,2,80,622534,.255,16,6,4,6,419,312,28,3.78,2147,255,105,2349,651,548,8,579,mlb,840,638,.391,34,261,.702,23,8,225,.295,0.91,59,.311,MLB,801,175
38,1,2807,61,4,21,3,1,642336,.239,4,1,1,0,164,88,16,3.69,704,78,38,761,251,168,2,174,mlb,279,205,.396,1,85,.686,5,14,82,.281,0.85,29,.289,MLB,297,64
25,1,1242,21,0,11,2,0,670623,.214,3,0,0,0,50,42,8,4.25,262,23,10,292,89,56,1,71,mlb,101,88,.385,0,30,.670,1,2,28,.221,0.81,12,.284,MLB,116,22
82,1,3465,39,8,27,3,35,621433,.197,6,7,3,0,309,80,6,4.19,727,69,22,827,322,143,2,134,mlb,264,156,.363,5,105,.644,9,5,88,.292,0.86,35,.280,MLB,315,58
0,1,105,2,0,1,1,0,650907,.154,0,0,0,0,13,1,1,4.04,26,0,0,26,9,4,0,3,mlb,7,6,.269,0,1,.423,0,0,3,.250,0.50,2,.154,MLB,14,1
0,1,0,0,0,0,1,0,621363,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,47,2,0,0,2,0,548384,.154,0,1,0,0,2,5,0,3.36,13,0,0,14,18,2,0,7,mlb,2,3,.154,0,0,.308,0,0,0,.182,2.33,0,.154,MLB,8,0
2,1,271,6,0,2,1,0,670042,.182,0,0,0,0,25,6,1,3.76,66,4,1,72,33,12,1,17,mlb,19,12,.288,0,5,.538,0,4,4,.256,1.42,2,.250,MLB,44,3
43,1,3691,120,15,21,3,7,623912,.277,7,0,4,0,171,154,19,3.69,936,106,50,999,277,259,2,303,mlb,380,210,.406,6,109,.721,4,12,115,.317,1.44,33,.315,MLB,352,75
0,1,18,1,0,0,2,0,656876,.250,0,0,0,0,1,0,0,4.50,4,0,0,4,18,1,0,1,mlb,1,1,.250,0,0,.500,0,0,0,.333,1.00,0,.250,MLB,0,0
0,1,0,0,0,0,2,0,605488,,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,657044,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
41,1,1496,17,3,4,1,9,670764,.182,0,1,1,0,101,40,7,4.02,329,35,18,372,113,60,0,84,mlb,92,85,.280,3,31,.555,1,1,24,.250,0.99,8,.275,MLB,135,23
3,1,345,6,1,0,6,0,605538,.126,1,12,0,0,32,13,2,3.35,87,4,0,103,122,11,0,51,mlb,11,8,.126,0,2,.280,0,0,3,.196,6.38,1,.154,MLB,49,0
0,1,30,0,0,0,1,0,642232,.000,0,0,0,0,4,1,0,4.29,7,0,0,7,6,0,0,2,mlb,0,1,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,5,0
204,1,12001,125,15,146,2,2,572287,.200,13,8,4,5,1027,337,51,4.06,2674,250,114,2958,850,535,1,499,mlb,1097,672,.410,4,315,.681,5,59,361,.257,0.74,155,.271,MLB,1304,265
0,1,17,0,1,0,2,0,663465,.200,0,2,0,0,1,1,0,2.43,5,1,0,7,5,1,0,2,mlb,1,3,.200,0,1,.400,0,0,0,.250,0.67,0,.200,MLB,1,0
0,1,0,0,0,0,1,0,669618,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,456713,,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
423,1,17612,267,28,169,3,32,594777,.247,37,4,4,4,1012,565,70,3.81,4113,554,194,4618,1133,1016,15,1104,mlb,1753,1068,.426,16,605,.747,18,39,537,.285,1.03,191,.320,MLB,1570,381
66,1,4561,123,19,28,5,21,518586,.247,6,13,4,1,325,193,29,3.63,1159,122,56,1256,554,286,9,340,mlb,442,247,.381,9,134,.674,8,12,140,.318,1.38,40,.293,MLB,497,92
0,1,7,1,0,0,1,0,641540,.333,0,1,0,0,1,2,0,1.75,3,0,0,4,2,1,0,1,mlb,1,1,.333,0,0,.667,0,0,0,.500,1.00,0,.333,MLB,1,0
2,1,219,9,0,2,1,2,677649,.271,0,0,0,0,17,7,1,3.59,59,6,3,61,15,16,0,15,mlb,27,11,.458,1,9,.753,1,0,8,.350,1.36,1,.295,MLB,24,6
0,1,0,0,0,0,1,0,663770,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
47,1,3653,70,8,44,2,27,666969,.242,7,0,2,1,281,142,17,3.94,865,87,39,926,239,209,1,176,mlb,390,206,.451,7,122,.735,5,7,136,.302,0.85,51,.284,MLB,396,88
130,1,5237,79,12,60,2,2,641598,.249,8,1,1,0,324,151,22,4.25,1082,110,58,1233,349,269,2,220,mlb,519,287,.480,2,165,.813,6,12,170,.296,0.77,80,.334,MLB,443,124
11,1,1067,8,3,1,1,0,592351,.091,0,28,0,0,147,34,2,3.80,242,12,4,281,140,22,0,78,mlb,29,23,.120,0,11,.250,0,0,13,.223,3.39,2,.130,MLB,147,5
0,1,0,0,0,0,1,0,621368,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
34,1,2005,26,3,19,2,5,641680,.216,4,1,2,0,97,67,12,3.95,467,48,22,507,144,101,0,122,mlb,180,152,.385,1,50,.654,0,1,63,.231,0.80,27,.269,MLB,188,41
0,1,34,1,0,0,2,0,675921,.333,0,1,0,0,3,1,0,4.86,6,1,1,7,11,2,0,2,mlb,3,0,.500,0,0,.833,0,0,0,.667,2.00,0,.333,MLB,4,1
6,1,406,9,1,4,1,1,669087,.304,0,0,0,0,32,11,1,3.76,102,17,5,108,37,31,0,24,mlb,48,15,.471,0,9,.813,0,0,9,.409,1.60,5,.343,MLB,29,9
24,1,1394,36,2,8,1,3,628451,.258,1,1,0,0,56,61,6,3.49,372,36,19,400,116,96,0,91,mlb,143,131,.384,0,44,.690,2,2,34,.285,0.69,24,.306,MLB,126,29
0,1,3,0,0,0,1,0,667463,.000,0,0,0,0,0,0,0,3.00,1,0,0,1,3,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
0,1,0,0,0,0,1,0,600917,,0,0,0,0,0,0,0,,0,0,0,0,14,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
118,1,4642,95,8,38,2,10,663993,.264,5,0,3,0,302,150,23,4.07,1013,123,43,1140,291,267,5,264,mlb,432,185,.426,2,136,.768,4,4,130,.338,1.43,49,.341,MLB,425,85
0,1,0,0,0,0,1,0,656685,,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
333,1,12828,258,29,122,7,43,543543,.237,22,9,4,1,835,378,37,3.80,2998,322,127,3379,999,712,10,765,mlb,1265,742,.422,17,384,.737,30,15,394,.286,1.03,131,.315,MLB,1252,279
2,1,401,4,2,0,4,0,519043,.087,0,11,0,0,47,20,3,3.43,104,4,0,117,75,9,0,49,mlb,9,13,.087,0,5,.190,0,0,5,.158,3.77,1,.104,MLB,54,0
0,1,7,0,0,0,2,0,607359,.000,0,0,0,0,1,0,0,3.50,2,0,0,2,21,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
0,1,103,1,1,0,3,0,527048,.038,0,2,0,0,22,2,0,3.68,26,0,0,28,16,1,0,5,mlb,1,0,.038,0,1,.077,0,0,0,.250,5.00,0,.038,MLB,19,0
0,1,160,0,1,0,2,0,676646,.205,0,0,0,0,17,4,0,3.64,44,7,1,44,22,9,0,7,mlb,10,11,.227,1,5,.432,0,0,3,.333,0.64,2,.205,MLB,20,1
0,1,71,0,0,0,3,0,572070,.050,0,1,0,0,8,4,1,3.38,20,1,1,21,16,1,0,12,mlb,2,1,.100,0,0,.150,0,0,1,.083,12.00,0,.050,MLB,15,1
0,1,20,0,0,0,2,0,642701,.333,0,0,0,0,3,1,0,3.33,6,2,1,6,20,2,0,1,mlb,3,0,.500,0,0,.833,0,0,2,.667,1.00,0,.333,MLB,1,1
0,1,4,0,0,0,2,0,622250,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,12,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
282,1,10814,224,13,119,2,15,608369,.291,17,0,1,1,552,416,58,3.60,2679,424,173,3000,702,779,20,732,mlb,1333,663,.498,6,429,.859,12,22,396,.326,1.10,130,.361,MLB,1023,304
416,1,18783,322,47,167,4,93,543760,.254,20,7,5,5,928,579,76,4.05,4186,517,220,4640,1087,1064,5,970,mlb,1835,1301,.438,27,617,.760,25,11,509,.288,0.75,220,.322,MLB,1564,412
3,1,105,0,0,0,1,1,669701,.333,0,0,0,0,3,1,0,4.38,18,6,1,24,7,6,0,4,mlb,7,5,.389,0,3,.889,0,3,0,.400,0.80,0,.500,MLB,7,1
72,1,3786,97,10,20,1,19,669256,.253,6,2,1,0,195,135,20,3.97,850,92,35,954,244,215,1,257,mlb,316,191,.372,7,114,.698,3,24,92,.304,1.35,26,.327,MLB,348,58
25,1,1324,22,2,7,1,18,665750,.192,0,2,0,0,109,26,5,3.84,317,29,13,345,91,61,0,78,mlb,101,71,.319,2,37,.572,3,1,15,.269,1.10,10,.254,MLB,115,23
0,1,27,1,0,0,1,0,622786,.200,0,1,0,0,4,1,0,4.50,5,0,0,6,23,1,0,1,mlb,1,0,.200,0,1,.400,0,0,0,1.000,1.00,0,.200,MLB,4,0
13,1,796,20,3,1,1,0,650619,.215,4,2,0,0,62,28,5,3.96,181,15,10,201,67,39,0,55,mlb,52,32,.287,1,12,.554,0,1,19,.311,1.72,4,.266,MLB,71,11
2,1,57,0,0,1,1,0,667727,.071,0,0,0,0,4,0,0,3.56,14,0,0,16,5,1,0,5,mlb,4,4,.286,0,1,.473,0,0,1,.000,1.25,1,.188,MLB,4,1
1,1,63,1,1,0,2,0,621244,.118,0,1,0,0,10,3,1,3.32,17,1,0,19,10,2,0,4,mlb,2,2,.118,0,1,.284,0,0,0,.286,2.00,0,.167,MLB,11,0
78,1,5107,131,10,56,1,38,666182,.292,5,0,2,1,289,163,18,3.82,1247,164,72,1337,302,364,1,328,mlb,608,271,.488,10,210,.823,2,7,184,.340,1.21,68,.336,MLB,437,130
165,1,4550,46,8,32,1,24,624415,.232,6,2,0,1,291,108,7,4.18,904,108,49,1088,271,210,2,164,mlb,363,247,.402,1,146,.755,4,8,112,.303,0.66,55,.354,MLB,331,85
2,1,29,0,0,0,1,0,681962,.200,0,0,0,0,1,1,0,4.14,5,1,0,7,8,1,0,2,mlb,1,1,.200,0,2,.629,0,0,0,.250,2.00,0,.429,MLB,1,0
276,1,11063,171,14,120,2,5,656305,.241,18,0,3,5,704,344,43,4.19,2315,235,136,2639,637,557,0,456,mlb,1085,636,.469,8,373,.796,16,30,323,.290,0.72,146,.327,MLB,956,272
0,1,22,0,0,0,4,0,643256,.000,0,0,0,0,4,0,0,3.67,6,0,0,6,77,0,0,0,mlb,0,2,.000,0,0,.000,0,0,0,.000,0.00,0,.000,MLB,6,0
56,1,1791,16,1,11,2,1,641470,.198,0,1,0,0,142,44,5,4.22,363,33,21,424,136,72,2,52,mlb,128,98,.353,1,43,.663,1,3,48,.290,0.53,23,.310,MLB,170,33
46,1,2210,46,1,7,1,10,669289,.286,4,2,0,1,93,95,11,3.82,525,85,35,579,187,150,1,131,mlb,208,157,.396,3,69,.739,1,2,55,.333,0.83,18,.343,MLB,246,43
0,1,9,0,0,0,3,0,554340,.000,0,0,0,0,1,1,1,3.00,3,0,0,3,199,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,6,0
7,1,510,8,0,0,4,0,592332,.109,1,5,1,0,66,11,1,4.15,110,4,0,123,81,12,0,34,mlb,12,4,.109,0,7,.270,0,0,4,.267,8.50,0,.161,MLB,56,0
186,1,6517,162,10,89,1,5,665489,.285,6,0,1,2,290,266,54,3.73,1543,193,77,1749,412,439,12,455,mlb,793,365,.514,3,247,.879,5,14,255,.299,1.25,82,.365,MLB,639,171
90,1,6075,146,16,67,1,13,666971,.282,15,3,1,2,339,233,24,3.76,1493,196,84,1614,409,421,2,361,mlb,714,392,.478,11,196,.803,4,13,232,.321,0.92,77,.325,MLB,552,155
164,1,8755,159,25,115,2,32,606192,.260,9,0,2,1,641,289,40,4.01,1995,226,109,2183,565,518,3,403,mlb,992,461,.497,18,303,.816,10,14,331,.323,0.87,132,.319,MLB,852,234
81,1,3426,43,10,40,1,0,643376,.213,4,5,1,1,181,132,14,3.84,788,81,35,893,270,168,1,181,mlb,325,268,.412,1,112,.710,1,15,112,.224,0.68,43,.297,MLB,350,76
0,1,15,0,1,0,1,0,579328,.000,0,1,0,0,3,1,0,3.75,3,0,0,4,2,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,,1.00,0,.000,MLB,0,0
47,1,1723,37,8,17,1,0,672386,.283,4,0,0,0,48,63,13,3.97,378,53,20,434,129,107,1,109,mlb,178,118,.471,0,55,.837,0,5,53,.284,0.92,17,.366,MLB,162,37
0,1,11,0,0,0,2,0,596271,.000,0,1,0,0,1,1,0,3.67,2,0,0,3,4,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,3,0
0,1,6,0,0,0,1,0,672640,.000,0,0,0,0,1,0,0,6.00,1,0,0,1,2,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,5,0,0,0,1,0,666201,.000,0,0,0,0,1,0,0,5.00,1,0,0,1,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
0,1,0,0,0,0,1,0,641835,,0,0,0,0,0,0,0,,0,0,0,0,14,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,102,7,0,0,1,0,672515,.393,0,0,0,0,1,4,1,3.52,28,4,1,29,8,11,0,7,mlb,12,9,.429,0,3,.842,0,0,4,.407,0.78,0,.414,MLB,7,1
0,1,200,3,0,0,6,0,475479,.115,0,8,0,0,23,11,1,3.28,52,3,0,61,158,6,0,27,mlb,6,5,.115,0,0,.247,0,1,1,.207,5.40,0,.132,MLB,33,0
4,1,259,3,2,0,3,0,670950,.082,0,6,0,0,35,9,0,3.65,61,2,0,71,61,5,0,23,mlb,5,4,.082,0,4,.220,0,0,2,.192,5.75,0,.138,MLB,34,0
0,1,0,0,0,0,1,0,605447,,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
12,1,1033,12,3,1,2,0,547943,.175,0,32,0,0,96,31,1,3.94,217,23,8,262,121,38,0,86,mlb,51,30,.235,0,19,.457,1,1,12,.308,2.87,3,.222,MLB,131,10
0,1,0,0,0,0,1,0,642048,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
456,1,16637,319,47,209,2,58,543807,.268,24,2,5,1,922,425,66,3.98,3621,445,167,4178,936,972,10,965,mlb,1798,833,.497,33,666,.855,16,64,542,.304,1.16,207,.358,MLB,1271,392
4,1,363,5,3,0,2,1,548389,.088,0,8,0,0,38,10,1,3.52,91,2,0,103,132,8,0,45,mlb,8,8,.088,0,5,.214,0,0,4,.151,5.63,1,.126,MLB,55,0
94,1,6005,174,15,22,2,49,606132,.277,9,5,4,2,300,191,22,3.68,1515,186,83,1631,499,420,3,513,mlb,593,299,.391,14,208,.711,12,5,156,.331,1.72,58,.320,MLB,552,117
0,1,7,1,0,0,1,0,663423,.667,0,0,0,0,0,0,0,2.33,3,0,0,3,5,2,0,1,mlb,2,0,.667,0,2,1.333,0,0,0,.667,1.00,1,.667,MLB,0,0
0,1,0,0,0,0,2,0,607755,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
