sport_id,bqs,hr,whip,pip,rs9,ab,qs,hldr,ip,ir,sport_code,er,ao,k9,slg,ops,tbf,go_ao,sho,hfly,spct,wpct,bb,np,hgnd,bk,team_count,sb,bq,h9,player_id,avg,sf,sac,era,wp,hpop,so,gidp_opp,pgs,gidp,gf,ppa,hld,sv,cg,g,h,ibb,go,kbb,irs,l,gs,svo,hr9,cs,r,s,w,babip,bb9,hb,pk,obp,sport,db,tr
1,1,3,1.00,17.4,2.70,102,0,7,30.0,11,mlb,8,37,10.80,1.206,1.474,123,0.46,0,4,62.1,1.000,16,522,3,0,1,2,4,4.20,664747,.137,2,0,2.40,3,0,36,,*.*,0,2,4.24,8,2,0,27,14,0,17,2.25,3,0,0,3,0.90,0,9,324,2,.169,4.80,3,0,.268,MLB,2,0
1,0,1,6.00,40.5,0.00,5,0,2,0.2,0,mlb,2,1,0.00,1.400,2.114,7,1.00,0,1,59.3,.---,1,27,0,0,1,0,3,40.50,592273,.600,0,0,27.00,0,0,0,,*.*,0,0,3.86,0,0,0,1,3,0,1,0.00,0,0,0,0,13.50,0,2,16,0,.500,13.50,1,0,.714,MLB,0,0
1,0,0,0.75,9.0,0.00,5,0,1,1.1,2,mlb,0,2,0.00,1.000,1.200,5,1.00,0,0,75.0,.---,0,12,0,0,1,0,0,6.75,571657,.200,0,0,0.00,0,0,0,0,*.*,0,1,2.40,0,0,0,1,1,0,2,-.--,0,0,0,0,0.00,0,0,9,0,.200,0.00,0,0,.200,MLB,0,0
1,6,17,1.29,17.8,4.85,251,3,24,65.0,0,mlb,38,79,11.77,1.124,1.428,282,0.41,1,19,61.8,.300,28,1155,13,0,1,4,11,7.75,668881,.223,1,0,5.26,2,0,85,,88.8,1,0,4.10,0,0,1,13,56,0,32,3.04,0,7,13,0,2.35,1,39,714,3,.260,3.88,2,0,.305,MLB,11,0
1,9,28,1.53,16.7,5.73,584,11,69,150.2,0,mlb,91,169,6.99,1.156,1.516,675,0.87,0,39,62.3,.455,70,2515,53,2,1,17,26,9.62,661269,.276,6,4,5.44,5,0,117,,83.8,11,0,3.73,0,0,0,32,161,1,147,1.67,0,12,30,0,1.67,2,92,1567,10,.299,4.18,10,1,.360,MLB,40,5
1,24,60,1.58,17.7,5.84,1317,9,172,336.0,44,mlb,211,358,8.30,1.154,1.515,1520,0.86,0,85,62.0,.400,169,5958,100,0,2,17,50,9.67,656546,.274,11,8,5.65,24,4,310,155,121.6,29,20,3.92,4,1,0,123,361,10,307,1.83,19,21,49,1,1.61,8,231,3693,14,.314,4.53,15,2,.360,MLB,80,12
1,3,5,1.28,15.7,6.75,124,0,9,32.0,11,mlb,18,32,9.28,1.089,1.400,135,0.88,0,6,64.5,.667,10,501,15,0,1,2,7,8.72,669270,.250,0,0,5.06,0,1,33,6,*.*,3,12,3.71,1,1,0,30,31,0,28,3.30,4,1,0,2,1.41,1,18,323,2,.302,2.81,1,0,.311,MLB,5,0
1,29,85,1.34,17.8,4.59,2184,37,247,570.0,1,mlb,277,552,9.68,1.127,1.450,2462,0.92,0,120,63.7,.431,214,10165,179,2,1,13,61,8.64,641816,.250,16,19,4.37,13,1,613,194,93.3,38,0,4.13,0,0,0,110,547,8,507,2.86,0,37,109,0,1.34,10,298,6476,28,.308,3.38,28,2,.323,MLB,100,12
1,53,186,1.23,16.2,4.87,5052,102,582,1331.2,37,mlb,615,1533,8.20,1.097,1.401,5544,0.73,2,274,64.5,.497,384,21603,388,1,5,63,125,8.47,501985,.248,38,32,4.16,29,9,1214,612,101.4,102,14,3.90,17,6,4,280,1253,21,1123,3.16,17,81,213,9,1.26,26,640,13925,80,.289,2.60,38,12,.304,MLB,275,21
1,3,8,1.38,17.7,4.87,78,0,9,20.1,4,mlb,16,26,10.18,1.141,1.478,89,0.38,0,9,61.6,.000,8,359,2,0,1,0,3,8.85,664294,.256,1,0,7.08,0,0,23,,359.0,2,12,4.03,1,0,0,22,20,0,10,2.88,4,1,1,0,3.54,0,16,221,0,.250,3.54,2,0,.337,MLB,3,1
1,0,0,2.25,15.8,13.50,6,0,0,1.1,3,mlb,1,3,0.00,1.500,2.056,9,0.33,0,1,66.7,.---,0,21,2,0,1,0,0,20.25,608703,.500,1,0,6.75,0,0,0,,*.*,0,2,2.33,0,0,0,2,3,0,1,-.--,3,0,0,0,0.00,0,1,14,0,.429,0.00,2,0,.556,MLB,1,0
1,8,4,1.80,18.5,6.54,134,1,20,31.2,4,mlb,29,28,7.39,1.097,1.485,147,1.29,0,7,62.4,.333,12,585,18,3,1,0,15,12.79,665665,.336,1,0,8.24,3,0,26,,97.5,4,1,3.98,1,0,0,11,45,0,36,2.17,4,4,6,0,1.14,0,29,365,2,.390,3.41,0,0,.388,MLB,11,0
1,2,8,1.43,18.6,3.14,234,1,32,63.0,29,mlb,26,69,11.00,1.222,1.578,286,0.57,0,9,60.2,.200,33,1169,16,0,1,1,13,8.14,663574,.244,6,2,3.71,5,0,77,,292.3,4,9,4.09,6,4,0,47,57,1,39,2.33,7,4,4,7,1.14,2,29,704,1,.316,4.71,11,0,.356,MLB,11,2
1,0,0,0.00,8.6,0.00,9,0,0,2.2,2,mlb,0,6,3.38,1.000,1.000,9,0.33,0,0,69.6,.---,0,23,0,0,2,0,0,0.00,621011,.000,0,0,0.00,0,0,1,0,*.*,0,3,2.56,0,0,0,3,0,0,2,*.**,1,0,0,0,0.00,0,0,16,0,.000,0.00,0,0,.000,MLB,0,0
1,2,2,1.58,18.8,1.42,26,0,2,6.1,0,mlb,7,10,8.53,1.154,1.521,30,0.30,0,2,63.0,.---,3,119,3,0,1,0,2,9.95,676660,.269,0,0,9.95,0,0,6,,*.*,0,4,3.97,0,0,0,7,7,0,3,2.00,0,0,0,0,2.84,0,7,75,0,.278,4.26,1,0,.367,MLB,1,0
1,25,32,1.24,16.5,3.78,1253,0,142,335.1,132,mlb,122,386,8.40,1.127,1.434,1412,0.73,0,46,64.9,.487,127,5520,101,1,8,28,70,7.76,519326,.231,12,4,3.27,15,0,313,154,*.*,21,114,3.91,77,23,0,367,289,11,281,2.46,39,20,0,37,0.86,10,137,3582,19,.279,3.41,16,0,.307,MLB,62,7
1,4,5,1.18,16.1,6.04,182,0,16,50.2,26,mlb,22,46,11.90,1.154,1.450,210,0.76,0,9,63.2,.667,24,816,11,0,2,12,12,6.39,605521,.198,1,1,3.91,1,0,67,2,*.*,4,18,3.89,5,3,0,59,36,2,35,2.79,8,3,0,6,0.89,1,22,516,6,.279,4.26,2,0,.297,MLB,4,2
1,19,68,1.13,15.7,5.02,2203,62,261,581.0,0,mlb,210,471,11.11,1.073,1.356,2363,1.08,2,84,65.9,.677,135,9111,172,1,1,20,56,8.04,669456,.236,7,4,3.25,22,2,717,157,98.0,40,1,3.86,0,0,3,95,519,1,507,5.31,0,21,93,0,1.05,14,226,6000,44,.316,2.09,14,3,.283,MLB,115,6
1,2,8,1.51,19.0,4.81,134,0,17,33.2,19,mlb,23,25,11.50,1.149,1.500,154,1.28,0,8,60.9,.333,16,640,10,0,3,1,13,9.36,621593,.261,1,0,6.15,4,0,43,1,*.*,3,9,4.16,2,1,0,34,35,2,32,2.69,2,2,0,3,2.14,1,27,390,1,.321,4.28,3,0,.351,MLB,9,0
1,7,44,1.20,15.9,5.27,1101,23,142,292.0,0,mlb,136,290,7.74,1.092,1.393,1202,1.03,0,61,63.8,.538,73,4632,72,2,1,13,21,8.54,650644,.252,14,2,4.19,6,2,251,59,90.8,25,0,3.85,0,0,1,51,277,0,299,3.44,0,18,51,0,1.36,7,146,2954,21,.284,2.25,12,0,.302,MLB,64,9
1,0,5,0.95,14.5,2.92,458,0,41,123.1,14,mlb,21,66,9.34,1.063,1.307,487,2.65,0,11,69.4,.412,26,1785,39,1,2,6,8,6.64,661403,.199,0,2,1.53,5,0,128,11,"1,785.0",13,87,3.67,10,42,0,124,91,4,175,4.92,3,10,1,49,0.36,1,34,1238,7,.265,1.90,1,0,.243,MLB,14,2
1,8,15,1.48,18.1,6.14,328,1,43,85.0,31,mlb,50,72,10.59,1.159,1.510,380,1.06,0,19,65.5,.667,39,1535,25,3,3,0,11,9.21,660853,.265,3,4,5.29,10,0,100,21,511.7,6,20,4.04,4,1,0,64,87,4,76,2.56,16,2,3,3,1.59,1,57,1006,4,.333,4.13,6,2,.351,MLB,21,3
1,1,3,0.89,17.1,6.57,84,0,5,24.2,7,mlb,8,24,12.04,1.143,1.382,96,0.67,0,4,64.2,1.000,10,422,3,0,1,0,5,4.38,543238,.143,1,0,2.92,2,0,33,,*.*,1,3,4.40,0,0,0,24,12,0,16,3.30,1,0,0,1,1.09,0,10,271,3,.184,3.65,1,0,.240,MLB,5,0
1,4,12,1.52,17.3,3.79,364,0,37,92.2,11,mlb,55,69,9.23,1.115,1.466,406,1.45,0,31,60.8,.333,37,1606,36,0,1,8,16,10.10,656529,.286,3,1,5.34,14,0,95,,133.8,11,16,3.96,1,0,0,53,104,0,100,2.57,5,4,12,0,1.17,1,58,977,2,.354,3.59,1,0,.351,MLB,21,0
1,0,1,1.00,17.7,0.00,12,0,0,3.0,0,mlb,1,3,9.00,1.083,1.391,13,1.00,0,1,62.3,.---,0,53,2,0,2,0,0,9.00,571912,.250,0,0,3.00,0,0,3,1,*.*,0,3,4.08,0,0,0,3,3,0,3,*.**,0,0,0,0,3.00,0,1,33,0,.250,0.00,1,0,.308,MLB,0,0
1,0,5,2.00,16.6,2.57,33,0,2,7.0,0,mlb,8,8,6.43,1.061,1.461,35,1.00,0,6,67.2,.000,2,116,4,0,1,0,0,15.43,668948,.364,0,0,10.29,0,0,5,,116.0,0,1,3.31,0,0,0,2,12,0,8,2.50,0,1,1,0,6.43,0,9,78,0,.304,2.57,0,0,.400,MLB,1,0
1,7,41,1.08,16.0,4.47,819,18,72,227.2,0,mlb,107,275,9.65,1.118,1.396,916,0.52,0,47,63.8,.423,87,3640,40,2,1,9,23,6.33,663474,.195,2,1,4.23,7,1,244,13,86.7,9,1,3.97,0,0,0,46,160,0,143,2.80,0,15,42,0,1.62,8,107,2324,11,.222,3.44,7,3,.278,MLB,35,2
1,7,24,1.08,15.4,5.33,461,5,49,123.1,16,mlb,61,155,9.05,1.089,1.368,502,0.53,0,32,67.1,.471,28,1900,24,1,1,6,10,7.66,669212,.228,3,2,4.45,0,0,124,,100.0,9,2,3.78,6,0,0,39,105,0,82,4.43,5,9,19,2,1.75,1,65,1275,8,.256,2.04,6,1,.279,MLB,28,0
1,2,1,1.56,18.1,5.00,106,0,11,27.0,0,mlb,11,34,9.33,1.160,1.510,123,0.53,0,5,60.5,1.000,15,488,11,0,1,0,8,9.00,663455,.255,1,0,3.67,1,0,28,,97.6,1,3,3.97,0,0,0,8,27,0,18,1.87,0,0,5,0,0.33,2,13,295,1,.333,5.00,1,1,.350,MLB,5,0
1,19,60,1.16,15.5,4.91,1449,29,182,381.0,0,mlb,170,432,6.83,1.082,1.376,1568,0.90,1,68,65.9,.571,95,5921,98,1,1,5,44,8.22,668676,.240,4,3,4.02,8,0,289,75,89.7,24,0,3.78,0,0,1,66,348,1,387,3.04,0,18,66,0,1.42,4,183,3903,24,.261,2.24,16,9,.293,MLB,79,4
1,17,42,1.23,16.1,5.25,1346,24,159,356.1,12,mlb,145,386,7.20,1.108,1.416,1491,0.94,0,63,63.3,.571,106,5753,111,0,2,27,45,8.41,615698,.247,11,9,3.66,6,0,285,80,104.6,34,4,3.86,4,1,0,93,333,3,362,2.69,2,15,55,2,1.06,3,160,3640,20,.283,2.68,18,2,.309,MLB,57,7
1,1,12,1.27,17.9,5.24,197,0,20,56.2,16,mlb,25,66,11.28,1.259,1.589,248,0.45,0,10,58.5,.400,38,1014,4,1,1,4,4,5.40,670990,.173,1,3,3.97,5,0,71,14,*.*,2,25,4.09,1,5,0,48,34,1,30,1.87,6,3,0,6,1.91,0,27,593,2,.191,6.04,9,1,.331,MLB,5,0
1,6,4,1.30,18.4,4.99,185,0,15,52.1,30,mlb,17,42,10.49,1.216,1.536,225,1.19,0,7,60.2,.625,35,964,10,0,1,6,15,5.68,680704,.178,1,0,2.92,2,1,61,,*.*,7,7,4.28,10,0,0,53,33,2,50,1.74,10,3,0,1,0.69,1,22,580,5,.240,6.02,4,0,.320,MLB,7,1
1,52,72,1.32,16.8,5.13,2571,0,307,678.2,328,mlb,285,556,8.00,1.124,1.445,2890,1.46,0,103,62.9,.482,263,11395,223,2,4,43,178,8.43,543766,.247,13,20,3.78,37,3,603,360,*.*,74,146,3.94,177,14,0,722,636,19,809,2.29,104,43,0,55,0.95,15,322,7172,40,.295,3.49,23,3,.321,MLB,113,16
1,3,17,1.35,18.5,4.09,341,0,37,88.0,23,mlb,41,100,10.43,1.135,1.454,387,0.62,0,16,62.9,.667,39,1627,27,0,1,13,16,8.18,663986,.235,2,1,4.19,1,0,102,,*.*,3,17,4.20,6,2,0,69,80,2,62,2.62,8,3,0,3,1.74,1,44,1023,6,.281,3.99,4,0,.319,MLB,18,0
1,24,37,1.27,16.6,4.39,1366,3,140,375.0,122,mlb,159,316,9.46,1.171,1.489,1599,1.24,0,67,62.7,.436,180,6224,91,4,2,41,66,7.15,453268,.218,12,14,3.82,13,0,394,144,622.4,24,110,3.89,85,45,0,327,298,13,393,2.19,27,31,10,70,0.89,8,173,3904,24,.276,4.32,27,0,.319,MLB,59,6
1,0,0,0.25,11.3,0.00,13,0,1,4.0,0,mlb,0,2,11.25,1.000,1.077,13,2.50,0,0,68.9,.---,0,45,0,0,1,0,0,2.25,656234,.077,0,0,0.00,0,0,5,,*.*,0,2,3.46,0,0,0,3,1,0,5,*.**,0,0,0,0,0.00,0,0,31,0,.125,0.00,0,0,.077,MLB,1,0
1,23,37,1.45,15.8,4.18,1395,18,201,357.2,31,mlb,204,357,4.91,1.106,1.449,1543,1.31,1,67,63.8,.436,115,5655,134,2,3,8,54,10.17,621389,.290,10,20,5.13,7,2,195,256,125.7,49,22,3.66,3,1,1,107,404,7,469,1.70,8,22,45,2,0.93,5,215,3606,17,.313,2.89,3,1,.343,MLB,81,10
1,54,153,1.33,16.3,4.47,5353,97,652,1422.0,44,mlb,650,1349,7.22,1.135,1.458,6075,1.22,1,248,62.1,.480,577,23184,412,3,7,55,147,8.32,468504,.245,46,42,4.11,49,2,1140,786,102.1,123,17,3.82,20,0,3,327,1314,23,1652,1.98,18,91,227,2,0.97,31,706,14406,84,.283,3.65,56,6,.323,MLB,275,38
1,5,44,1.21,15.8,3.13,1931,5,226,515.1,109,mlb,176,503,8.00,1.115,1.415,2154,1.09,0,58,63.9,.548,171,8120,167,1,5,22,33,7.91,517008,.235,23,8,3.07,33,2,458,247,427.4,48,239,3.77,49,158,0,420,453,18,548,2.68,36,28,19,189,0.77,8,214,5187,34,.282,2.99,19,2,.300,MLB,79,7
1,13,39,1.45,17.6,4.64,1052,0,137,267.2,111,mlb,144,279,9.28,1.126,1.466,1185,0.82,0,43,63.9,.417,104,4701,103,2,1,12,57,9.55,608032,.270,12,4,4.84,16,1,276,115,*.*,18,87,3.97,52,23,0,286,284,8,229,2.65,29,21,0,42,1.31,2,155,3004,15,.327,3.50,13,0,.340,MLB,55,10
1,0,9,1.39,18.1,5.00,142,2,21,36.0,0,mlb,26,31,9.25,1.134,1.471,161,1.23,0,13,62.9,.250,12,653,4,0,1,5,3,9.50,663372,.268,2,0,6.50,2,0,37,,81.6,3,0,4.06,0,0,0,8,38,0,38,3.08,0,3,8,0,2.25,0,27,411,1,.296,3.00,4,0,.338,MLB,4,2
1,22,95,1.41,16.2,4.84,2813,67,366,726.2,1,mlb,341,666,6.91,1.118,1.455,3145,1.30,0,133,63.2,.489,256,11753,261,2,1,33,71,9.49,607536,.272,22,24,4.22,10,6,558,366,89.0,93,0,3.74,0,0,0,137,766,10,869,2.18,1,45,132,0,1.18,9,361,7430,43,.308,3.17,30,4,.337,MLB,146,20
1,8,6,1.37,17.6,4.74,230,0,22,62.2,40,mlb,26,58,9.48,1.191,1.516,274,1.05,0,12,60.7,.600,36,1103,15,0,1,0,26,7.18,656458,.217,5,0,3.73,5,1,66,,"1,103.0",5,17,4.03,6,1,0,69,50,0,61,1.83,18,2,1,2,0.86,1,29,670,3,.270,5.17,3,0,.325,MLB,4,0
1,22,39,1.36,16.5,5.70,1087,23,136,284.0,15,mlb,149,279,8.18,1.124,1.451,1222,1.03,0,59,64.0,.500,109,4684,82,1,2,7,41,8.81,596295,.256,9,7,4.72,7,1,258,70,93.7,28,3,3.83,8,0,0,79,278,7,288,2.37,6,19,50,0,1.24,7,160,2998,19,.299,3.45,10,2,.327,MLB,53,9
1,7,10,1.48,16.7,4.86,235,0,29,63.0,23,mlb,39,70,5.71,1.166,1.520,274,0.97,0,11,60.8,.750,29,1054,24,0,2,5,9,9.14,623485,.272,4,3,5.57,5,0,40,8,"1,054.0",10,9,3.85,0,1,0,32,64,3,68,1.38,9,1,1,3,1.43,2,41,641,3,.286,4.14,3,0,.354,MLB,14,0
1,0,0,0.00,10.0,9.00,3,0,0,1.0,0,mlb,0,1,0.00,1.000,1.000,3,2.00,0,0,60.0,.---,0,10,0,0,1,0,0,0.00,545341,.000,0,0,0.00,0,0,0,,*.*,0,1,3.33,0,0,0,1,0,0,2,-.--,0,0,0,0,0.00,0,0,6,0,.000,0.00,0,0,.000,MLB,0,0
1,19,66,1.42,17.0,5.05,1910,36,264,508.0,0,mlb,247,493,7.92,1.150,1.493,2197,1.03,0,96,60.8,.453,224,8640,134,1,2,29,58,8.82,641771,.261,20,17,4.38,30,4,447,220,89.1,55,2,3.93,4,0,0,113,498,9,509,2.00,0,35,97,2,1.17,19,270,5254,29,.305,3.97,25,1,.343,MLB,116,12
1,9,20,1.78,17.9,6.16,399,3,68,95.0,0,mlb,79,88,5.68,1.128,1.520,450,1.44,0,23,61.3,.300,38,1705,40,0,1,3,14,12.41,663567,.328,3,4,7.48,5,0,60,66,81.2,7,0,3.79,0,0,0,21,131,3,127,1.58,0,7,21,0,1.89,1,81,1046,3,.345,3.60,6,3,.392,MLB,31,5
1,6,1,2.14,18.9,7.76,119,0,18,31.1,17,mlb,25,19,10.63,1.303,1.744,155,1.63,0,4,56.2,.667,31,591,14,0,1,1,16,10.34,664875,.303,3,1,7.18,2,0,37,,*.*,5,9,3.81,4,0,0,33,36,1,31,1.19,11,1,0,1,0.29,1,25,332,2,.417,8.90,1,0,.442,MLB,5,1
1,18,121,1.29,15.7,5.76,3430,77,431,887.1,1,mlb,437,707,8.95,1.098,1.412,3765,1.41,2,156,65.5,.553,260,13925,297,1,1,39,57,9.00,608566,.259,20,21,4.43,51,3,882,341,92.2,69,0,3.70,0,0,4,154,887,13,995,3.39,0,46,151,0,1.23,17,469,9116,57,.313,2.64,30,5,.315,MLB,173,26
1,31,72,1.44,16.5,5.58,2493,45,344,632.2,14,mlb,338,574,5.97,1.103,1.444,2749,1.43,0,113,62.6,.506,196,10417,254,7,1,22,75,10.14,622608,.286,21,14,4.81,7,2,420,289,95.6,77,5,3.79,1,0,1,135,713,8,821,2.14,5,38,109,1,1.02,2,359,6516,39,.317,2.79,25,1,.341,MLB,156,17
1,2,2,1.09,15.5,1.84,100,0,7,29.1,7,mlb,11,36,6.14,1.160,1.453,116,0.72,0,2,60.1,.---,13,456,10,0,1,0,8,5.83,642068,.190,1,0,3.38,4,0,20,,*.*,4,12,3.93,4,0,0,30,19,0,26,1.54,1,0,0,0,0.61,2,11,274,0,.215,3.99,2,0,.293,MLB,2,0
1,0,0,3.00,21.6,5.40,16,0,2,3.1,1,mlb,7,5,5.40,1.313,1.836,21,0.60,0,0,54.2,.---,4,72,4,0,1,0,0,16.20,663385,.375,0,0,18.90,1,0,2,,*.*,0,0,3.43,0,0,0,3,6,0,3,0.50,0,0,0,0,0.00,0,7,39,0,.429,10.80,1,0,.524,MLB,1,0
1,18,49,1.44,17.3,5.27,1047,5,135,275.0,74,mlb,149,299,9.56,1.159,1.495,1213,0.72,0,57,63.0,.444,138,4760,66,4,2,19,46,8.48,596112,.247,12,6,4.88,18,1,292,113,216.4,18,40,3.92,19,2,0,176,259,12,215,2.12,23,15,22,7,1.60,10,167,2997,12,.292,4.52,9,0,.337,MLB,63,7
1,8,36,1.32,16.2,4.32,854,5,111,214.2,18,mlb,103,257,7.63,1.078,1.398,921,0.73,0,46,66.3,.263,49,3487,78,0,1,6,36,9.85,641302,.275,7,1,4.32,3,0,182,52,120.2,19,8,3.79,3,0,0,75,235,0,188,3.71,4,14,29,0,1.51,4,108,2313,5,.309,2.05,10,2,.320,MLB,42,6
1,0,0,3.00,17.0,0.00,5,0,3,1.0,0,mlb,1,1,0.00,1.000,1.600,5,1.00,0,0,70.6,.---,0,17,0,0,1,0,0,27.00,571466,.600,0,0,9.00,0,0,0,,*.*,1,1,3.40,0,0,0,1,3,0,1,-.--,0,0,0,0,0.00,0,1,12,0,.600,0.00,0,0,.600,MLB,1,0
1,0,13,1.21,16.1,2.56,228,3,21,59.2,0,mlb,27,69,6.18,1.083,1.375,247,0.94,0,21,64.9,.143,17,958,13,1,1,1,3,8.30,689225,.241,2,0,4.07,1,0,41,,87.1,2,0,3.88,0,0,0,11,55,0,65,2.41,0,6,11,0,1.96,2,28,622,1,.239,2.56,0,1,.291,MLB,7,0
1,0,2,1.35,16.6,4.35,39,0,6,10.1,3,mlb,4,11,6.10,1.154,1.465,45,1.18,0,2,62.2,.---,4,172,2,0,1,0,0,8.71,656290,.256,2,0,3.48,1,0,7,,*.*,1,4,3.82,0,0,0,8,10,0,13,1.75,2,0,0,0,1.74,1,6,107,0,.250,3.48,0,0,.311,MLB,2,0
1,0,0,1.50,12.9,11.57,15,0,3,4.2,0,mlb,1,7,1.93,1.267,1.635,19,0.57,0,0,53.3,.---,4,60,0,0,1,0,0,5.79,605612,.200,0,0,1.93,0,0,1,,*.*,1,4,3.16,0,0,0,5,3,0,4,0.25,0,0,0,0,0.00,0,1,32,0,.214,7.71,0,0,.368,MLB,1,0
1,41,22,1.23,16.2,3.46,1334,1,160,361.2,260,mlb,133,275,9.43,1.131,1.437,1509,1.44,0,30,62.6,.400,141,5847,113,1,4,11,150,7.59,605177,.229,10,12,3.31,15,2,379,164,"1,949.0",32,59,3.87,112,9,0,435,305,14,397,2.69,62,18,3,19,0.55,7,138,3658,12,.300,3.51,12,7,.306,MLB,59,3
1,0,0,4.00,16.0,0.00,6,0,3,1.0,0,mlb,1,2,0.00,1.167,1.738,7,0.50,0,0,62.5,.---,1,16,0,0,1,0,0,27.00,665019,.500,0,0,9.00,0,0,0,,*.*,0,0,2.29,0,0,0,1,3,0,1,0.00,0,0,0,0,0.00,0,1,10,0,.500,9.00,0,0,.571,MLB,1,0
1,0,0,1.50,19.0,0.00,7,0,0,2.0,0,mlb,0,2,13.50,1.286,1.619,9,0.50,0,0,60.5,.---,2,38,1,0,1,0,0,4.50,669804,.143,0,0,0.00,0,0,3,,*.*,0,1,4.22,0,0,0,1,1,0,1,1.50,0,0,0,0,0.00,0,0,23,0,.250,9.00,0,0,.333,MLB,0,0
1,3,6,1.49,17.3,2.03,178,1,27,44.1,0,mlb,23,57,7.11,1.096,1.439,195,0.63,0,13,64.5,.200,14,766,12,0,1,7,6,10.56,656412,.292,2,0,4.67,1,0,35,,85.1,3,0,3.93,0,0,0,9,52,0,36,2.50,0,4,9,0,1.22,2,24,494,1,.331,2.84,1,0,.344,MLB,13,0
1,2,1,1.32,15.7,4.24,130,0,15,34.0,10,mlb,11,24,5.82,1.100,1.438,143,2.04,0,3,65.5,.---,9,534,16,0,1,4,5,9.53,671345,.277,0,1,2.91,3,2,22,,*.*,5,7,3.73,5,0,0,32,36,0,49,2.44,5,0,0,0,0.26,1,11,350,0,.327,2.38,3,0,.338,MLB,8,1
1,16,64,1.23,15.9,4.65,2187,43,256,578.1,32,mlb,249,557,7.39,1.103,1.411,2413,1.15,1,86,63.8,.431,171,9201,195,2,1,21,60,8.40,605242,.247,17,9,3.87,8,3,475,308,103.4,61,25,3.81,19,15,2,162,540,8,641,2.78,11,41,89,21,1.00,7,273,5868,31,.286,2.66,29,0,.308,MLB,97,7
1,2,16,1.23,17.6,5.74,238,1,28,62.2,12,mlb,41,76,8.19,1.084,1.382,258,0.63,0,20,60.5,.500,20,1102,9,0,1,3,3,8.19,665621,.239,0,0,5.89,3,0,57,16,157.4,3,9,4.27,0,0,0,30,57,0,48,2.85,5,2,7,1,2.30,2,43,667,2,.248,2.87,0,0,.298,MLB,12,1
1,12,17,1.51,19.1,4.45,337,0,28,91.0,64,mlb,54,84,11.08,1.223,1.584,412,0.81,0,23,60.3,.500,58,1734,27,0,2,6,37,7.81,607572,.234,3,3,5.34,4,1,112,27,"1,734.0",7,18,4.21,15,0,0,103,79,1,68,1.93,14,7,1,3,1.68,1,58,1046,7,.294,5.74,11,1,.362,MLB,16,0
1,39,38,1.36,18.3,3.97,909,0,112,236.0,64,mlb,144,255,11.14,1.146,1.477,1042,0.59,0,47,64.6,.514,102,4307,60,1,1,23,73,8.39,641729,.242,8,0,5.49,11,1,292,98,*.*,10,81,4.13,50,18,0,263,220,5,150,2.86,25,17,0,30,1.45,6,158,2783,18,.310,3.89,22,0,.330,MLB,52,4
1,4,6,1.33,17.2,5.05,237,0,27,62.1,31,mlb,22,51,10.40,1.152,1.475,273,1.22,0,7,61.3,.556,29,1070,20,0,1,8,18,7.80,656638,.228,1,1,3.18,11,0,72,,*.*,2,10,3.92,13,1,0,65,54,0,62,2.48,15,4,0,4,0.87,0,25,656,5,.300,4.19,5,0,.324,MLB,9,2
1,5,11,1.45,16.4,4.44,373,5,45,93.1,0,mlb,57,108,5.88,1.110,1.444,414,0.98,0,20,65.2,.364,33,1527,37,0,1,7,14,9.84,666159,.273,4,0,5.50,1,0,61,,76.4,3,0,3.69,0,0,0,20,102,0,106,1.85,0,7,20,0,1.06,2,61,995,4,.298,3.18,3,0,.334,MLB,23,2
1,38,109,1.44,16.6,4.26,3451,69,471,901.1,29,mlb,429,776,6.51,1.130,1.474,3899,1.47,1,123,60.9,.479,353,14962,349,1,3,59,105,9.44,503449,.274,26,38,4.28,35,2,652,527,107.6,105,59,3.84,9,16,2,249,945,10,1142,1.85,6,61,139,19,1.09,35,477,9117,56,.308,3.52,30,4,.344,MLB,176,13
1,32,135,1.19,16.0,4.77,3792,82,451,984.1,0,mlb,433,991,8.70,1.075,1.369,4077,0.95,0,181,67.3,.529,217,15710,316,2,4,60,89,8.70,501381,.251,28,15,3.96,37,4,952,392,90.3,50,0,3.85,0,0,1,175,952,4,940,4.39,0,56,174,0,1.23,41,465,10567,63,.299,1.98,24,5,.294,MLB,189,20
1,1,9,1.82,17.0,1.77,86,0,8,20.1,0,mlb,26,23,7.08,1.116,1.512,96,0.83,0,11,60.4,.000,9,346,9,0,1,0,2,12.39,660730,.326,0,0,11.51,1,0,16,,86.5,2,0,3.60,0,0,0,5,28,0,19,1.78,0,2,4,0,3.98,0,26,209,0,.311,3.98,1,0,.396,MLB,4,1
1,5,50,1.22,16.9,4.14,994,17,97,260.2,0,mlb,124,259,9.84,1.094,1.394,1087,0.84,0,68,65.4,.400,75,4403,75,0,1,9,20,8.36,669373,.243,7,2,4.28,4,2,285,17,88.1,17,1,4.05,0,0,0,53,242,0,217,3.80,0,21,50,0,1.73,8,132,2880,14,.288,2.59,9,2,.300,MLB,53,1
1,12,19,1.49,18.3,2.60,643,0,61,169.1,38,mlb,80,159,9.25,1.176,1.521,756,1.02,0,30,61.8,.381,98,3106,64,1,1,8,28,8.24,642397,.241,6,1,4.25,20,0,174,60,443.7,16,77,4.11,14,33,0,148,155,3,162,1.78,14,13,7,38,1.01,1,91,1920,8,.298,5.21,8,0,.346,MLB,27,3
